settlement_id,name,municipality,status,validity_reason,subpaths,area
206482,,Bosanska Gradiska,needs_fix,fixed_buffer0,1,29.86516911435021
206563,,Bosanska Gradiska,needs_fix,fixed_buffer0,1,52.67183873704827
206636,,Bosanska Gradiska,needs_fix,fixed_buffer0,1,176.35113254129928
206644,,Bosanska Gradiska,needs_fix,fixed_buffer0,1,23.906262584653128
206849,,Bosanska Gradiska,needs_fix,fixed_buffer0,1,184.2862308825499
104124,,Bosanska Krupa,needs_fix,fixed_buffer0,1,90.0415657546744
104132,,Bosanska Krupa,needs_fix,fixed_buffer0,1,89.81756226029894
104159,,Bosanska Krupa,needs_fix,fixed_buffer0,1,231.7208830570355
104213,,Bosanska Krupa,needs_fix,fixed_buffer0,1,54.18622972107543
104221,,Bosanska Krupa,needs_fix,fixed_buffer0,1,50.54339989435827
104248,,Bosanska Krupa,needs_fix,fixed_buffer0,1,513.4256570558549
104361,,Bosanska Krupa,needs_fix,fixed_buffer0,1,137.00677858632707
104388,,Bosanska Krupa,needs_fix,fixed_buffer0,1,29.294980685522074
104493,,Bosanska Krupa,needs_fix,fixed_buffer0,1,119.82299623935987
104540,,Bosanska Krupa,needs_fix,fixed_buffer0,1,107.63790253221462
164534,,Bosanska Krupa,needs_fix,fixed_buffer0,1,40.62667510984794
164542,,Bosanska Krupa,needs_fix,fixed_buffer0,1,54.95879742846009
164569,,Bosanska Krupa,needs_fix,fixed_buffer0,1,13.510411129294644
164577,,Bosanska Krupa,needs_fix,fixed_buffer0,1,16.049781888001107
169552,,Bosanska Krupa,needs_fix,fixed_buffer0,1,38.520527469909254
169579,,Bosanska Krupa,needs_fix,fixed_buffer0,1,196.94839903057743
169587,,Bosanska Krupa,needs_fix,fixed_buffer0,1,111.87227956921964
202720,,Bosanski Brod,needs_fix,fixed_buffer0,1,39.254060813671124
202762,,Bosanski Brod,needs_fix,fixed_buffer0,1,263.49491351371006
202797,,Bosanski Brod,needs_fix,fixed_buffer0,1,139.7761456830413
202860,,Bosanski Brod,needs_fix,fixed_buffer0,1,20.25664279481524
202894,,Bosanski Brod,needs_fix,fixed_buffer0,1,38.9100723956032
202932,,Bosanski Brod,needs_fix,fixed_buffer0,1,88.97499907349476
215180,,Bosanski Novi,needs_fix,fixed_buffer0,1,48.75326274700391
215317,,Bosanski Novi,needs_fix,fixed_buffer0,1,34.138262321701156
215368,,Bosanski Novi,needs_fix,fixed_buffer0,1,175.62761732879184
215384,,Bosanski Novi,needs_fix,fixed_buffer0,1,107.09346148137355
215457,,Bosanski Novi,needs_fix,fixed_buffer0,1,138.73260389456482
215473,,Bosanski Novi,needs_fix,fixed_buffer0,1,71.57971406370936
215554,,Bosanski Novi,needs_fix,fixed_buffer0,1,57.364252023280045
105589,,Bosanski Petrovac,needs_fix,fixed_buffer0,1,74.42151255736505
105635,,Bosanski Petrovac,needs_fix,fixed_buffer0,1,157.7917408309689
105759,,Bosanski Petrovac,needs_fix,fixed_buffer0,1,256.87563158001683
105791,,Bosanski Petrovac,needs_fix,fixed_buffer0,1,266.58771636201186
105805,,Bosanski Petrovac,needs_fix,fixed_buffer0,1,134.71026659018895
155830,,Bosanski Petrovac,needs_fix,fixed_buffer0,1,476.5663788986502
169609,,Bosanski Petrovac,needs_fix,fixed_buffer0,1,173.29687690051605
169617,,Bosanski Petrovac,needs_fix,fixed_buffer0,2,44.267474125199854
169625,,Bosanski Petrovac,needs_fix,fixed_buffer0,1,122.62999356134286
229067,,Bosanski Samac,needs_fix,fixed_buffer0,1,49.969866417500285
229075,,Bosanski Samac,needs_fix,fixed_buffer0,1,109.3550444624015
229091,,Bosanski Samac,needs_fix,fixed_buffer0,1,78.60059195430117
229105,,Bosanski Samac,needs_fix,fixed_buffer0,1,74.81842888625087
229113,,Bosanski Samac,needs_fix,fixed_buffer0,1,78.34980216890078
229130,,Bosanski Samac,needs_fix,fixed_buffer0,1,204.37596445057233
229164,,Bosanski Samac,needs_fix,fixed_buffer0,1,68.1108532930229
229172,,Bosanski Samac,needs_fix,fixed_buffer0,1,90.69872037389973
229202,,Bosanski Samac,needs_fix,fixed_buffer0,1,292.72858827089357
229245,,Bosanski Samac,needs_fix,fixed_buffer0,1,100.08087550740582
229253,,Bosanski Samac,needs_fix,fixed_buffer0,1,23.730341540999813
229270,,Bosanski Samac,needs_fix,fixed_buffer0,1,24.25638859438805
106186,,Bosansko Grahovo,needs_fix,fixed_buffer0,1,221.60474740813356
106348,,Bosansko Grahovo,needs_fix,fixed_buffer0,1,260.7672534734535
106445,,Bosansko Grahovo,needs_fix,fixed_buffer0,1,167.6961252861812
106470,,Bosansko Grahovo,needs_fix,fixed_buffer0,1,154.07658690016814
106496,,Bosansko Grahovo,needs_fix,fixed_buffer0,1,184.34592831442856
106500,,Bosansko Grahovo,needs_fix,fixed_buffer0,1,74.06092242514869
202223,,Bratunac,needs_fix,fixed_buffer0,1,45.10528604409406
202258,,Bratunac,needs_fix,fixed_buffer0,1,58.60293511397574
202347,,Bratunac,needs_fix,fixed_buffer0,1,60.584443861864955
202363,,Bratunac,needs_fix,fixed_buffer0,1,90.7213670407508
202371,,Bratunac,needs_fix,fixed_buffer0,1,26.694785858976232
202398,,Bratunac,needs_fix,fixed_buffer0,1,39.37119038490418
202428,,Bratunac,needs_fix,fixed_buffer0,1,28.49165439548236
202436,,Bratunac,needs_fix,fixed_buffer0,1,101.21669820689306
202444,,Bratunac,needs_fix,fixed_buffer0,1,20.097197770769952
202452,,Bratunac,needs_fix,fixed_buffer0,1,126.94830561898752
202479,,Bratunac,needs_fix,fixed_buffer0,1,49.827875140145125
202517,,Bratunac,needs_fix,fixed_buffer0,1,33.42823736634729
202525,,Bratunac,needs_fix,fixed_buffer0,1,115.24833973615459
202550,,Bratunac,needs_fix,fixed_buffer0,1,16.38913438000128
202649,,Bratunac,needs_fix,fixed_buffer0,1,42.05247944750546
202681,,Bratunac,needs_fix,fixed_buffer0,1,37.23895630935136
300101,,Brcko,needs_fix,fixed_buffer0,1,183.64642918004978
300233,,Brcko,needs_fix,fixed_buffer0,1,65.18690732314477
300241,,Brcko,needs_fix,fixed_buffer0,1,64.00344032784648
300306,,Brcko,needs_fix,fixed_buffer0,1,130.80108120090318
300322,,Brcko,needs_fix,fixed_buffer0,1,86.8401521111011
300373,,Brcko,needs_fix,fixed_buffer0,1,90.80704401040119
300381,,Brcko,needs_fix,fixed_buffer0,1,58.3375771781596
300420,,Brcko,needs_fix,fixed_buffer0,1,106.72153512219116
300438,,Brcko,needs_fix,fixed_buffer0,1,51.40186867390231
300527,,Brcko,needs_fix,fixed_buffer0,1,42.95179305843347
300543,,Brcko,needs_fix,fixed_buffer0,1,114.68093297969344
300551,,Brcko,needs_fix,fixed_buffer0,1,77.86751387269578
300586,,Brcko,needs_fix,fixed_buffer0,1,174.98304843794534
300624,,Brcko,needs_fix,fixed_buffer0,1,71.86856717709831
108049,,Bugojno,needs_fix,fixed_buffer0,1,5.941565115978744
108057,,Bugojno,needs_fix,fixed_buffer0,1,25.534819729369026
108081,,Bugojno,needs_fix,fixed_buffer0,1,12.263373980627168
108120,,Bugojno,needs_fix,fixed_buffer0,1,105.6861892707609
108189,,Bugojno,needs_fix,fixed_buffer0,1,14.55298033648223
108235,,Bugojno,needs_fix,fixed_buffer0,1,27.677743533473702
108278,,Bugojno,needs_fix,fixed_buffer0,1,47.67753065415548
108316,,Bugojno,needs_fix,fixed_buffer0,1,88.53870893707915
108359,,Bugojno,needs_fix,fixed_buffer0,1,113.5215191665674
108464,,Bugojno,needs_fix,fixed_buffer0,1,29.720095910522833
108499,,Bugojno,needs_fix,fixed_buffer0,1,62.642132821472906
108553,,Bugojno,needs_fix,fixed_buffer0,1,3.532951305700849
108596,,Bugojno,needs_fix,fixed_buffer0,1,14.416897652162524
108618,,Bugojno,needs_fix,fixed_buffer0,1,21.624534852713424
108626,,Bugojno,needs_fix,fixed_buffer0,1,221.50981056273716
108677,,Bugojno,needs_fix,fixed_buffer0,1,150.50581454743067
108685,,Bugojno,needs_fix,fixed_buffer0,1,29.66222052437426
108723,,Bugojno,needs_fix,fixed_buffer0,1,19.345371968219304
108758,,Bugojno,needs_fix,fixed_buffer0,1,10.470843595536524
108804,,Bugojno,needs_fix,fixed_buffer0,1,150.94801974922837
108839,,Bugojno,needs_fix,fixed_buffer0,1,10.034262615096049
108847,,Bugojno,needs_fix,fixed_buffer0,1,214.83896213991295
108855,,Bugojno,needs_fix,fixed_buffer0,1,37.831975775429356
108936,,Busovaca,needs_fix,fixed_buffer0,1,30.563259493550184
108979,,Busovaca,needs_fix,fixed_buffer0,1,15.771818526130875
108995,,Busovaca,needs_fix,fixed_buffer0,1,27.66012816044398
109061,,Busovaca,needs_fix,fixed_buffer0,1,3.6169684985855044
109100,,Busovaca,needs_fix,fixed_buffer0,1,11.402027254883775
109142,,Busovaca,needs_fix,fixed_buffer0,1,7.455199518796794
109274,,Busovaca,needs_fix,fixed_buffer0,1,14.04934269423935
109282,,Busovaca,needs_fix,fixed_buffer0,1,26.587924659720944
109339,,Busovaca,needs_fix,fixed_buffer0,1,31.076543930496733
109347,,Busovaca,needs_fix,fixed_buffer0,1,10.766434004996462
104108,,Buzim,needs_fix,fixed_buffer0,1,76.55502878555878
104175,,Buzim,needs_fix,fixed_buffer0,1,350.3289657525237
104345,,Buzim,needs_fix,fixed_buffer0,1,118.07616379942097
104353,,Buzim,needs_fix,fixed_buffer0,1,181.5831162555479
104523,,Buzim,needs_fix,fixed_buffer0,1,222.41580867731267
228354,,Cajnice,needs_fix,fixed_buffer0,1,103.20717115913806
228397,,Cajnice,needs_fix,fixed_buffer0,1,31.152627625551034
228435,,Cajnice,needs_fix,fixed_buffer0,1,65.23645008259605
228494,,Cajnice,needs_fix,fixed_buffer0,1,111.21902979586748
228583,,Cajnice,needs_fix,fixed_buffer0,1,34.707820679814695
228613,,Cajnice,needs_fix,fixed_buffer0,1,48.891447097753975
228630,,Cajnice,needs_fix,fixed_buffer0,1,174.73404906104898
228702,,Cajnice,needs_fix,fixed_buffer0,1,124.75371019480623
110426,,Capljina,needs_fix,fixed_buffer0,1,93.94862802048405
110434,,Capljina,needs_fix,fixed_buffer0,1,20.816666750846597
110493,,Capljina,needs_fix,fixed_buffer0,1,40.94463904974316
110566,,Capljina,needs_fix,fixed_buffer0,1,42.53124918838844
110639,,Capljina,needs_fix,fixed_buffer0,1,64.26372652234589
110647,,Capljina,needs_fix,fixed_buffer0,1,29.523882245900108
110655,,Capljina,needs_fix,fixed_buffer0,1,118.09043036861345
110671,,Capljina,needs_fix,fixed_buffer0,1,79.36677182170955
110701,,Capljina,needs_fix,fixed_buffer0,1,24.64317385469459
110728,,Capljina,needs_fix,fixed_buffer0,1,74.15603040072475
109444,,Cazin,needs_fix,fixed_buffer0,1,51.14109688748192
109452,,Cazin,needs_fix,fixed_buffer0,1,198.7975372967369
109479,,Cazin,needs_fix,fixed_buffer0,1,71.23002573917081
109487,,Cazin,needs_fix,fixed_buffer0,1,83.14049203214198
109495,,Cazin,needs_fix,fixed_buffer0,1,26.760746846170203
109517,,Cazin,needs_fix,fixed_buffer0,1,78.2017063174849
109525,,Cazin,needs_fix,fixed_buffer0,1,16.474603720445188
109592,,Cazin,needs_fix,fixed_buffer0,1,32.45406102962871
109649,,Cazin,needs_fix,fixed_buffer0,1,39.51431002123469
109657,,Cazin,needs_fix,fixed_buffer0,1,69.47014955374793
109665,,Cazin,needs_fix,fixed_buffer0,1,82.66490293499132
109746,,Cazin,needs_fix,fixed_buffer0,1,62.70329884126008
109754,,Cazin,needs_fix,fixed_buffer0,1,84.14937750444265
109762,,Cazin,needs_fix,fixed_buffer0,1,3.05088790858554
109797,,Cazin,needs_fix,fixed_buffer0,1,49.66586967410591
109819,,Cazin,needs_fix,fixed_buffer0,1,67.00407618209037
109860,,Cazin,needs_fix,fixed_buffer0,1,33.61342535165089
109878,,Cazin,needs_fix,fixed_buffer0,1,94.39971675075732
109908,,Cazin,needs_fix,fixed_buffer0,1,138.0006424831724
109959,,Cazin,needs_fix,fixed_buffer0,1,48.88366852561426
109975,,Cazin,needs_fix,fixed_buffer0,1,68.48610134565946
130907,,Celic,needs_fix,fixed_buffer0,1,56.88758439870624
130923,,Celic,needs_fix,fixed_buffer0,1,69.740910876373
130940,,Celic,needs_fix,fixed_buffer0,1,17.617001929616272
130966,,Celic,needs_fix,fixed_buffer0,1,188.48573617918683
131105,,Celic,needs_fix,fixed_buffer0,1,44.54491990305589
131148,,Celic,needs_fix,fixed_buffer0,1,34.56045004413049
131318,,Celic,needs_fix,fixed_buffer0,1,114.10861278228737
165611,,Celic,needs_fix,fixed_buffer0,1,2.932208897729039
165646,,Celic,needs_fix,fixed_buffer0,1,5.396752497818065
165662,,Celic,needs_fix,fixed_buffer0,1,16.983491032969766
171107,,Celic,needs_fix,fixed_buffer0,1,124.09182978957689
171123,,Celic,needs_fix,fixed_buffer0,1,31.099625828159585
228737,,Celinac,needs_fix,fixed_buffer0,1,23.02873704858616
228753,,Celinac,needs_fix,fixed_buffer0,1,95.85044775435018
228761,,Celinac,needs_fix,fixed_buffer0,1,56.30484002579829
228770,,Celinac,needs_fix,fixed_buffer0,1,141.03598591724818
228842,,Celinac,needs_fix,fixed_buffer0,1,220.90562592564888
228877,,Celinac,needs_fix,fixed_buffer0,1,51.1594494927573
228923,,Celinac,needs_fix,fixed_buffer0,1,41.53191185265
228940,,Celinac,needs_fix,fixed_buffer0,1,168.51074389804631
111082,,Citluk,needs_fix,fixed_buffer0,1,69.35997216771902
111104,,Citluk,needs_fix,fixed_buffer0,1,44.68910830497001
111139,,Citluk,needs_fix,fixed_buffer0,1,85.9074904586234
111147,,Citluk,needs_fix,fixed_buffer0,1,48.78780458171164
111171,,Citluk,needs_fix,fixed_buffer0,1,92.7793733253599
111309,,Citluk,needs_fix,fixed_buffer0,1,165.65720588868913
111317,,Citluk,needs_fix,fixed_buffer0,1,59.61111545637126
206865,,Derventa,needs_fix,fixed_buffer0,1,44.19323189435007
206881,,Derventa,needs_fix,fixed_buffer0,1,113.81496136313336
206890,,Derventa,needs_fix,fixed_buffer0,1,109.57951869603346
206903,,Derventa,needs_fix,fixed_buffer0,1,79.72119561404844
206946,,Derventa,needs_fix,fixed_buffer0,1,61.82508856346925
206954,,Derventa,needs_fix,fixed_buffer0,1,102.01600362746498
206962,,Derventa,needs_fix,fixed_buffer0,1,115.57614704346533
206989,,Derventa,needs_fix,fixed_buffer0,1,81.44119950154048
206997,,Derventa,needs_fix,fixed_buffer0,1,133.83972967949978
207080,,Derventa,needs_fix,fixed_buffer0,1,72.52971640508305
207098,,Derventa,needs_fix,fixed_buffer0,1,97.13669352692348
207101,,Derventa,needs_fix,fixed_buffer0,1,45.30028671625022
207144,,Derventa,needs_fix,fixed_buffer0,1,26.25366874724933
207187,,Derventa,needs_fix,fixed_buffer0,1,206.1630270643965
207217,,Derventa,needs_fix,fixed_buffer0,1,123.11519844068543
207233,,Derventa,needs_fix,fixed_buffer0,1,35.94911872140046
207241,,Derventa,needs_fix,fixed_buffer0,1,63.544799987538795
207284,,Derventa,needs_fix,fixed_buffer0,1,46.31450783614941
207292,,Derventa,needs_fix,fixed_buffer0,1,95.55562167190627
207373,,Derventa,needs_fix,fixed_buffer0,1,25.857804612270378
207390,,Derventa,needs_fix,fixed_buffer0,1,87.38412682485773
207420,,Derventa,needs_fix,fixed_buffer0,1,143.67258132980047
207446,,Derventa,needs_fix,fixed_buffer0,1,153.43128775378304
207519,,Doboj,needs_fix,fixed_buffer0,1,151.75872568140835
207551,,Doboj,needs_fix,fixed_buffer0,1,65.75942003920088
207560,,Doboj,needs_fix,fixed_buffer0,1,195.94801112069237
207594,,Doboj,needs_fix,fixed_buffer0,1,30.214962636100196
207608,,Doboj,needs_fix,fixed_buffer0,1,63.74494860695102
207624,,Doboj,needs_fix,fixed_buffer0,1,184.37309428965563
207632,,Doboj,needs_fix,fixed_buffer0,1,22.415308719784033
207667,,Doboj,needs_fix,fixed_buffer0,1,21.13142089815719
207675,,Doboj,needs_fix,fixed_buffer0,1,107.770296049962
207683,,Doboj,needs_fix,fixed_buffer0,1,91.23061910156812
207691,,Doboj,needs_fix,fixed_buffer0,1,240.80459677795122
207802,,Doboj,needs_fix,fixed_buffer0,1,79.96181627954485
207829,,Doboj,needs_fix,fixed_buffer0,1,113.14941201645189
207837,,Doboj,needs_fix,fixed_buffer0,1,126.37282243839303
207845,,Doboj,needs_fix,fixed_buffer0,1,186.8320523780986
207861,,Doboj,needs_fix,fixed_buffer0,1,45.90161853489858
207870,,Doboj,needs_fix,fixed_buffer0,1,38.85596784944487
207888,,Doboj,needs_fix,fixed_buffer0,1,159.88028751539662
207896,,Doboj,needs_fix,fixed_buffer0,1,51.66238739375514
207934,,Doboj,needs_fix,fixed_buffer0,1,77.1922933851721
208019,,Doboj,needs_fix,fixed_buffer0,1,134.4215292369599
208035,,Doboj,needs_fix,fixed_buffer0,1,51.00986479714808
208043,,Doboj,needs_fix,fixed_buffer0,1,198.40626838822126
208051,,Doboj,needs_fix,fixed_buffer0,1,144.9099212151959
208086,,Doboj,needs_fix,fixed_buffer0,1,120.30785824330029
208094,,Doboj,needs_fix,fixed_buffer0,1,75.8877592416472
208108,,Doboj,needs_fix,fixed_buffer0,1,136.75941376654978
208116,,Doboj,needs_fix,fixed_buffer0,1,41.88436110360141
208132,,Doboj,needs_fix,fixed_buffer0,1,98.7141606621466
208159,,Doboj,needs_fix,fixed_buffer0,1,209.14163611341655
208175,,Doboj,needs_fix,fixed_buffer0,1,105.40832970335128
208191,,Doboj,needs_fix,fixed_buffer0,1,111.92050372978551
208337,,Doboj,needs_fix,fixed_buffer0,1,85.98963971719733
111988,,Doboj Istok,needs_fix,fixed_buffer0,1,83.10564731959262
111996,,Doboj Istok,needs_fix,fixed_buffer0,1,63.03002448422835
171140,,Doboj Istok,needs_fix,fixed_buffer0,1,28.553945840085678
112330,,Doboj Jug,needs_fix,fixed_buffer0,1,36.909795973801295
146099,,Dobretici,needs_fix,fixed_buffer0,1,13.707773011104456
146145,,Dobretici,needs_fix,fixed_buffer0,1,16.836071487104626
146170,,Dobretici,needs_fix,fixed_buffer0,1,25.558742744172413
146242,,Dobretici,needs_fix,fixed_buffer0,1,16.43303101124607
146293,,Dobretici,needs_fix,fixed_buffer0,1,21.38164082824277
146307,,Dobretici,needs_fix,fixed_buffer0,1,23.399613932994328
146358,,Dobretici,needs_fix,fixed_buffer0,1,60.43386951113469
146412,,Dobretici,needs_fix,fixed_buffer0,1,38.88087218035013
165719,,Domaljevac-Samac,needs_fix,fixed_buffer0,1,33.963779861863586
171158,,Domaljevac-Samac,needs_fix,fixed_buffer0,1,57.606599914846434
112763,,Donji Vakuf,needs_fix,fixed_buffer0,1,53.50233767880818
112780,,Donji Vakuf,needs_fix,fixed_buffer0,1,48.05082426357976
112801,,Donji Vakuf,needs_fix,fixed_buffer0,1,89.58018586298022
112810,,Donji Vakuf,needs_fix,fixed_buffer0,1,11.720383486362993
112828,,Donji Vakuf,needs_fix,fixed_buffer0,1,23.32441548169632
112879,,Donji Vakuf,needs_fix,fixed_buffer0,1,21.080187286900593
112895,,Donji Vakuf,needs_fix,fixed_buffer0,1,9.437925564460638
112984,,Donji Vakuf,needs_fix,fixed_buffer0,1,6.9260133601310345
113000,,Donji Vakuf,needs_fix,fixed_buffer0,1,41.42907657872452
113085,,Donji Vakuf,needs_fix,fixed_buffer0,1,146.35848933732993
113115,,Donji Vakuf,needs_fix,fixed_buffer0,1,37.42355128953106
113174,,Donji Vakuf,needs_fix,fixed_buffer0,1,3.1246057465439514
113239,,Donji Vakuf,needs_fix,fixed_buffer0,1,9.25793345642686
113280,,Donji Vakuf,needs_fix,fixed_buffer0,1,59.9554060594959
113298,,Donji Vakuf,needs_fix,fixed_buffer0,1,40.12257407589048
113328,,Donji Vakuf,needs_fix,fixed_buffer0,1,34.204559699483816
113352,,Donji Vakuf,needs_fix,fixed_buffer0,1,75.98562739584784
113379,,Donji Vakuf,needs_fix,fixed_buffer0,1,49.40584683558482
113395,,Donji Vakuf,needs_fix,fixed_buffer0,1,22.837045456262974
113417,,Donji Vakuf,needs_fix,fixed_buffer0,1,45.16311364074129
113450,,Donji Vakuf,needs_fix,fixed_buffer0,1,34.839777549313226
208400,,Donji Zabar,needs_fix,fixed_buffer0,1,99.3805404856524
208418,,Donji Zabar,needs_fix,fixed_buffer0,1,161.93160294492665
208469,,Donji Zabar,needs_fix,fixed_buffer0,1,54.81514847855633
151467,,Drvar,needs_fix,fixed_buffer0,1,190.17257958045778
151700,,Drvar,needs_fix,fixed_buffer0,1,437.886699829149
151742,,Drvar,needs_fix,fixed_buffer0,1,67.27035636012364
165557,,Drvar,needs_fix,fixed_buffer0,1,58.13857499944886
226939,,Foca,needs_fix,fixed_buffer0,1,166.84000168424268
